"Date","	Name","	Modality","	Application	Specs","	Data type","	Language","	Repository","	Publication","	Description","	Keywords"
"2017","	WavResNet","	""CT"," LDCT""","	Reconstruction","	CNN","	2D images","	Matlab","	https://github.com/eunh/low_dose_CT","	Kang et al. https://doi.org/10.1002/mp.12344","	A deep convolutional neural network using directional wavelets for low-dose X-ray CT reconstruction","	"
"2018","	Learned Primal-dual Reconstruction","	""CT"," LDCT""","	Reconstruction","	NN","	2D images","	Python","	https://github.com/adler-j/learned_primal_dual","	Adler et al. 2018  https://doi.org/10.1109/TMI.2018.2799231","	Learned Primal-Dual algorithm for tomographic reconstruction","Inverse problems, Tomography, Deep learning, Primal-Dual, Optimization"
